ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
25997,130000,2,2,1,37,1,0,4,-1,-1,3,59885,61031,67054,65296,63032,58787,444,4096,1359,65296,63032,1246,0
25998,100000,2,2,2,37,-1,-1,0,-1,2,1,36336,36259,36463,39182,38749,41301,36336,36259,7927,39182,261,600,0
25999,140000,2,2,2,34,-1,0,0,-1,-2,-1,78061,72463,68094,69826,69236,65693,78061,11629,18026,69826,4749,65693,0
26000,140000,2,2,2,24,2,-1,-1,-2,-1,-1,4525,5029,5076,5165,4910,4288,101,5029,5076,434,4910,4288,0
26001,790000,1,2,2,28,0,4,0,2,0,-1,86644,80398,75001,68665,61618,53541,4571,197,5936,187,8765,53541,0
26002,220000,1,4,2,50,0,3,5,1,-1,2,32131,26910,25186,25517,26439,27687,4376,1316,472,1230,26439,630,0
26003,110000,2,2,2,36,3,5,2,1,2,-1,82796,86516,81285,85288,82397,75746,470,383,1486,605,2472,75746,0
26004,250000,1,3,2,35,-1,1,-2,0,0,5,33417,33800,36719,36215,34278,28596,33417,674,1443,9655,3898,1242,0
26005,240000,2,2,1,43,-2,3,-1,0,1,0,147279,152080,171869,183255,185610,181923,8496,6976,171869,42833,5852,40536,0
26006,110000,2,3,2,28,0,-1,0,2,0,0,22124,21122,20117,17325,17733,17949,3119,21122,1786,186,940,1633,0
26007,240000,1,2,1,39,-1,0,2,0,0,0,26771,26618,27240,31031,33220,34193,26771,4350,379,8051,6849,2691,0
26008,310000,2,2,2,36,0,3,0,-1,0,4,100902,113471,106559,102579,102334,95680,24554,2823,9379,102579,19719,4201,0
26009,110000,1,1,2,32,-2,-1,-1,3,3,-1,12444,13270,13578,13691,14259,13115,571,13270,13578,550,482,13115,0
26010,60000,1,2,2,31,4,0,0,0,0,1,5414,5031,5273,5477,5539,4867,210,1343,432,763,739,18,0
26011,220000,2,1,2,41,3,0,0,5,4,0,58249,64329,66836,67949,65507,72666,359,6073,5980,1477,287,7409,0
26012,120000,2,2,1,40,-1,1,-1,-1,0,-1,39178,35669,33778,36509,37364,35246,39178,1520,33778,36509,2954,35246,0
26013,160000,1,2,1,28,1,-1,0,-2,-1,0,76256,70121,72206,74399,78108,71241,2215,70121,13089,2793,78108,16571,0
26014,210000,2,1,2,39,0,2,6,3,0,-1,26808,22623,22420,25033,26109,26992,6436,874,160,643,2139,26992,0
26015,360000,2,2,1,25,2,-1,0,3,1,1,59692,66561,72727,76361,78984,80933,2979,66561,11315,1179,437,2676,0
26016,100000,1,2,2,29,3,0,0,-1,-2,0,12484,12655,12656,14089,12951,13115,212,2000,1875,14089,1287,1083,0
26017,100000,2,2,1,38,1,1,-1,3,1,0,53881,54623,59981,69201,71230,76723,726,152,59981,776,52,15872,0
26018,170000,2,2,2,37,3,0,5,0,8,2,79543,77024,73557,74532,72083,65552,704,20106,3010,6861,1724,1610,1
26019,50000,2,2,2,25,0,-1,-2,-1,1,1,12212,12754,11811,10487,10906,10890,1606,12754,1107,10487,269,537,0
26020,100000,1,2,2,38,0,4,3,-1,0,0,42752,37039,36505,40277,40386,41001,6884,1270,533,40277,11133,5317,0
26021,220000,2,2,2,33,-1,0,-1,-1,-2,2,40958,43531,38687,42776,41855,49597,40958,6954,38687,42776,4070,1123,0
26022,140000,2,4,2,45,0,3,-1,3,1,-1,34796,33859,35021,31992,28770,30435,4524,1287,35021,538,789,30435,0
26023,270000,1,1,1,39,3,2,2,2,3,8,102749,109484,99392,86895,84690,85629,4233,3768,2223,3495,2102,238,0
26024,90000,1,2,2,25,-1,1,0,3,0,-1,11006,10751,9318,9243,8931,7758,11006,161,1182,162,951,7758,0
26025,340000,1,1,2,37,2,5,1,8,-1,3,124089,121306,127187,138246,136242,136410,3084,1999,5735,4350,136242,5820,0
26026,140000,1,2,1,28,1,-1,0,3,5,2,97507,94991,101200,92385,94141,85360,2208,94991,23847,409,77,2574,0
26027,120000,1,2,2,36,-1,0,2,4,1,0,17002,17119,18473,19043,18237,16546,17002,2946,712,308,778,886,0
26028,250000,2,2,2,39,0,3,0,4,0,0,19524,19216,21445,22428,21559,22673,2783,738,2616,656,1632,1936,0
26029,50000,1,1,1,40,-1,2,2,0,0,5,14594,14150,14032,14697,14890,14587,14594,614,66,3838,4297,576,0
26030,100000,2,4,2,26,-1,-1,-1,0,2,-1,49725,53497,50116,48747,50058,45806,49725,53497,50116,13496,665,45806,0
26031,160000,2,3,1,29,0,-1,2,1,2,0,35589,40783,44167,44029,45708,43899,2886,40783,370,567,1892,11492,0
26032,180000,2,2,2,35,3,0,2,-1,-1,0,8117,7575,6592,6883,7244,6403,367,1171,275,6883,7244,623,1
26033,30000,2,2,1,31,2,0,-1,0,2,4,4775,5018,4933,5225,5703,5804,129,1358,4933,1004,90,169,0
26034,80000,1,3,2,31,3,1,1,2,1,1,17054,17233,16033,16013,15397,17278,329,822,83,398,39,135,1
26035,130000,2,2,2,25,-1,0,1,-1,-1,-1,55856,50606,46576,46673,48853,46174,55856,7168,1696,46673,48853,46174,0
26036,120000,2,2,1,38,2,2,-1,1,-1,0,38037,38784,41455,36725,37438,35117,557,1610,41455,1475,37438,7795,0
26037,200000,1,2,1,29,1,1,0,4,-1,-1,70164,70587,64130,67931,66127,65787,1497,1057,14635,2977,66127,65787,1
26038,100000,1,2,2,32,-1,2,5,-1,0,-1,45789,49787,46422,42879,36430,34312,45789,2373,29,42879,2060,34312,0
26039,70000,1,2,2,35,-1,3,0,0,0,2,43078,42547,48150,48866,40276,43876,43078,779,3444,14233,5562,927,0
26040,190000,1,2,1,21,0,2,0,1,0,0,108730,108361,119041,129753,152670,159478,11952,1754,16789,1926,26485,44044,0
26041,60000,1,2,1,21,0,2,3,-1,2,2,5730,5542,5523,5528,5408,6594,1090,46,6,5528,192,152,0
26042,90000,1,3,2,50,3,-1,7,-1,2,3,48486,47419,43568,41088,40303,41063,2249,47419,1930,41088,1152,1560,1
26043,80000,1,3,2,21,4,2,4,-1,0,0,7472,5915,5726,5377,5420,5031,9,235,174,5377,650,372,1
26044,100000,2,2,1,43,0,0,0,3,2,2,27737,29579,25067,26989,30705,30743,3827,5978,2661,406,413,1403,0
26045,40000,1,2,2,43,4,1,-1,-1,0,0,21648,20131,20072,18952,17107,19265,89,219,20072,18952,2591,4942,1
26046,100000,2,2,2,35,5,0,2,1,2,0,30574,29429,30917,28590,27204,29586,1342,1889,1082,1049,375,2592,1
26047,240000,2,2,1,49,2,-1,1,1,0,-1,111838,101272,101569,95302,90935,91317,4667,101272,4503,3012,25640,91317,0
26048,110000,2,2,2,43,2,-2,2,1,2,0,42613,43705,43206,44972,47061,48764,686,2471,21,1128,861,2497,1
26049,30000,1,2,1,37,0,1,0,1,0,6,881,923,884,819,785,877,223,38,120,23,125,34,0
26050,50000,2,1,1,39,3,0,0,0,4,0,11543,12843,13945,14267,15452,14219,92,1513,3570,2503,538,1037,1
26051,60000,1,2,1,44,2,0,5,0,1,1,17380,17062,17765,17732,19674,19216,536,2260,669,4795,909,491,1
26052,110000,2,3,1,39,4,3,0,-1,3,1,27415,25768,25212,23491,22046,26226,794,1057,1467,23491,123,980,1
26053,40000,2,3,2,43,0,-1,0,-1,-1,-1,25992,27240,23223,21486,22615,22477,6060,27240,2429,21486,22615,22477,0
26054,180000,1,1,2,50,-1,0,-1,0,1,5,44306,46214,47570,48808,50975,49642,44306,10509,47570,7053,679,2432,0
26055,390000,1,2,1,47,-1,2,2,2,1,-1,33542,33851,35096,31824,30846,27787,33542,900,693,1346,1526,27787,0
26056,280000,1,2,1,32,0,0,-2,-1,0,0,138510,127624,118973,109174,103013,110709,17717,21651,8472,109174,16122,7654,1
26057,200000,1,2,2,27,-1,0,0,0,-1,3,97650,108731,107135,99361,116724,113879,97650,23765,18740,25441,116724,551,0
26058,240000,1,3,1,35,3,0,0,0,2,0,25037,26972,27080,23112,20938,19443,99,4669,6744,1632,576,3875,0
26059,330000,2,2,1,54,0,1,0,-1,2,0,189879,196912,186937,200059,172520,177583,13379,5324,11366,200059,1626,44805,0
26060,200000,1,3,2,24,-1,2,-1,0,5,-1,73254,78909,76648,73514,69056,73703,73254,2139,76648,12555,2000,73703,0
26061,60000,2,2,2,33,0,0,1,1,1,-1,11250,10904,9802,9986,9300,9864,1383,2143,147,194,188,9864,0
26062,320000,2,1,1,34,0,4,3,4,1,1,28458,26965,28609,28981,28451,26631,6587,1218,1263,257,575,1020,0
26063,160000,2,2,2,27,2,0,1,0,1,-1,40326,43151,43731,45883,47314,44894,943,7431,415,9690,1367,44894,1
26064,100000,2,2,1,36,-1,1,0,0,0,1,52517,58761,69134,68407,62865,60377,52517,2212,19155,4096,3270,1370,0
26065,180000,2,2,1,30,1,2,7,0,2,-1,59024,65398,64618,64825,72755,72451,531,1427,1869,6689,2041,72451,0
26066,100000,2,1,2,35,-1,3,-1,0,1,1,83492,77792,71780,68285,58923,57109,83492,1544,71780,4237,870,596,0
26067,100000,2,1,1,33,0,0,7,-1,0,7,43719,42401,45157,38617,38323,39172,7828,10126,2200,38617,2515,1258,0
26068,460000,1,2,2,35,3,0,-1,0,0,1,105885,109711,96626,102631,103701,99210,4990,6679,96626,12864,26090,3414,1
26069,40000,2,2,1,26,2,2,1,1,1,2,5858,5177,5678,5344,6018,6197,284,218,13,113,167,148,0
26070,120000,2,3,2,30,0,1,0,0,3,1,51493,47101,45443,51080,54596,58868,11786,160,4622,8676,2483,1057,0
26071,70000,2,2,1,34,4,3,3,0,1,3,30606,27210,24602,25475,26657,30741,19,1187,671,5617,1327,155,1
26072,70000,2,1,1,35,0,-1,5,8,0,1,20319,18607,19011,16584,19593,20270,5517,18607,727,26,4201,653,0
26073,50000,1,2,1,35,3,3,2,3,-1,0,1726,1662,1599,1345,1471,1370,72,15,45,53,1471,294,1
26074,120000,2,2,2,40,1,1,1,2,-1,0,66535,65960,79509,72021,78615,81090,2217,3162,994,1311,78615,10009,0
26075,230000,2,1,2,25,3,6,-1,0,-1,1,16636,17991,18679,17363,19141,21642,699,335,18679,2366,19141,331,0
26076,190000,1,1,1,33,2,-1,-1,0,5,3,59396,61186,59432,62762,57325,57156,1448,61186,59432,14774,421,353,0
26077,150000,2,1,1,26,3,1,1,5,1,-1,30453,28272,29957,27254,26317,24297,296,892,1141,78,1130,24297,0
26078,110000,1,1,1,26,2,-2,0,1,6,0,22020,22358,19012,17974,17501,19147,409,1311,1541,560,839,4774,0
26079,70000,2,2,1,38,0,0,-1,-1,0,0,21264,21066,24609,25934,23502,23721,5019,2386,24609,25934,2538,4467,0
26080,130000,2,2,3,36,4,-2,3,1,0,0,67421,69261,78513,71152,78156,83673,503,6829,2304,3089,9900,11164,1
26081,210000,1,1,2,30,1,-2,0,0,0,2,18152,15614,15681,16125,16537,16045,655,1027,3257,2790,4412,782,0
26082,100000,1,2,1,30,-1,1,-1,-2,0,2,69845,70034,69904,71568,65954,64292,69845,752,69904,3611,11262,1951,0
26083,80000,1,3,2,23,3,0,2,0,0,1,5573,5405,4963,5268,5847,6466,149,1072,77,1352,611,294,0
26084,380000,2,2,1,45,-1,0,2,8,1,0,66757,61024,66181,64510,57283,63815,66757,8611,1897,144,2301,5768,0
26085,70000,2,2,2,34,0,0,3,-1,-1,0,22095,19303,19474,18141,19111,18954,4062,5376,876,18141,19111,2411,0
26086,240000,1,1,2,21,0,6,4,-1,0,1,67317,69226,83405,70633,61229,64618,20064,2898,3020,70633,5014,786,0
26087,60000,1,1,1,36,0,-1,0,1,-1,-1,21732,21682,21891,26004,23971,23001,1098,21682,3527,506,23971,23001,0
26088,90000,2,2,1,28,2,0,2,2,-2,0,26961,28518,23277,22974,20789,20166,764,3868,490,657,1104,1532,0
26089,250000,2,2,1,29,-1,-1,2,1,0,0,182465,184088,191018,181055,185021,192062,182465,184088,7934,3664,18166,10464,0
26090,160000,1,2,1,44,2,1,1,0,0,1,11636,11058,12023,13293,12635,13857,526,376,225,3802,3616,454,0
26091,100000,1,3,1,33,2,1,0,3,3,1,15278,17562,14112,13988,13985,14029,51,581,988,623,436,274,0
26092,380000,2,2,2,50,-2,2,-2,0,1,2,154750,148186,158718,147352,138001,134885,12932,4657,4947,27235,6246,3582,0
26093,60000,2,2,2,63,-1,0,0,0,0,0,40952,38199,37137,38989,34756,35508,40952,10866,8486,7090,5271,8406,0
26094,190000,2,2,1,48,0,2,1,-1,0,0,58423,54086,49651,50939,54519,55954,3104,1742,423,50939,8177,11206,0
26095,310000,2,1,1,25,0,2,1,0,-1,3,17983,15193,14026,14984,15189,12079,1708,184,598,4458,15189,303,0
26096,140000,2,2,3,48,-1,1,-1,3,-1,2,44784,45159,50828,47403,44129,40603,44784,1988,50828,1120,44129,1322,0
26097,140000,2,2,1,30,3,0,0,-1,3,2,72893,76307,77938,83305,84691,86102,2284,21101,15137,83305,953,846,0
26098,150000,2,1,2,40,3,3,3,-1,1,0,78837,75415,84467,79525,70322,64116,2070,900,3399,79525,3055,14992,1
26099,50000,2,1,2,48,-1,1,5,2,2,0,6728,5651,5979,6518,6532,6697,6728,175,211,149,260,1327,0
26100,80000,1,4,2,25,-1,0,3,2,-1,0,5177,4421,4267,4030,3689,3335,5177,633,203,24,3689,295,0
26101,290000,1,2,1,36,0,1,1,-1,2,6,813,771,736,901,1024,1045,175,20,17,901,43,12,0
26102,80000,2,1,1,36,0,0,2,1,2,0,56673,64769,63217,61369,62312,64238,8123,18934,744,2698,899,7813,0
26103,100000,2,1,2,27,3,0,3,-1,-1,0,18182,19386,20329,17825,18902,19928,398,4231,511,17825,18902,5564,1
26104,60000,1,2,2,21,0,0,1,1,0,5,26354,25004,22580,22687,21369,17537,6184,5440,784,200,5756,723,0
26105,80000,2,1,2,42,2,4,5,-2,0,2,1583,1781,1912,1882,2091,2071,73,61,74,52,313,60,1
26106,200000,1,1,1,22,0,4,1,-1,0,-1,117554,133662,134423,125211,123261,115683,11123,3781,6105,125211,21085,115683,0
26107,50000,1,2,1,41,3,0,1,0,-2,-1,2545,2312,2331,2327,2041,1915,79,462,60,314,149,1915,0
26108,40000,1,2,1,33,5,2,-1,1,-1,0,15342,16039,16994,16975,17506,18875,236,447,16994,429,17506,3137,1
26109,260000,2,4,2,47,-1,1,0,5,-1,1,136671,117504,134378,125201,128439,129783,136671,1822,22267,1985,128439,4402,0
26110,130000,2,1,1,25,3,2,0,0,2,0,13880,13012,13272,12864,14513,15900,103,396,2289,3265,109,3343,1
26111,60000,2,3,1,34,1,0,-1,2,3,3,22322,23489,21703,25402,25150,26982,923,3658,21703,410,798,320,0
26112,190000,2,1,1,54,5,1,0,0,5,3,18646,18830,19283,21741,23461,23870,201,663,4314,4108,471,448,1
26113,60000,2,1,2,28,2,1,0,0,4,1,27283,28326,28958,29325,33134,32018,575,956,2332,5832,499,511,1
26114,110000,2,1,1,50,8,2,1,0,1,4,7793,8756,9456,8920,9094,9229,351,228,327,1768,417,209,0
26115,70000,1,4,2,28,0,4,0,4,1,3,16735,17029,17957,16632,16490,19100,4313,436,2307,206,28,206,0
26116,40000,1,4,2,36,2,0,1,0,0,0,24265,21756,21316,21164,19425,17672,187,5659,1038,3019,3653,1748,1
26117,270000,1,3,1,27,1,2,-1,-1,5,-2,9160,8831,8175,9286,8093,8720,411,230,8175,9286,150,617,0
26118,80000,2,1,1,40,0,0,-1,2,6,2,33794,37686,35275,39406,34778,31552,5111,6967,35275,886,611,122,0
26119,350000,1,3,2,23,0,-1,0,-1,4,2,63680,61948,71093,70206,60203,53812,18369,61948,10436,70206,1970,2426,0
26120,140000,1,2,1,30,0,3,0,0,0,2,27221,24724,26693,27526,24064,21816,3609,300,5588,4692,6203,367,0
26121,90000,2,1,2,30,5,2,-1,0,0,-1,44132,40121,48719,47977,49540,52039,1842,992,48719,13818,9268,52039,0
26122,60000,1,1,2,28,1,-1,2,0,7,0,22774,24324,24371,22998,25343,26980,123,24324,850,3759,955,2420,1
26123,140000,2,2,1,49,4,0,5,1,-1,-1,9081,7944,7433,7495,8133,7717,177,1412,39,5,8133,7717,1
26124,190000,2,2,2,28,2,0,1,0,2,1,96310,104215,109608,103206,115576,115361,794,12670,2599,24109,1920,3840,0
26125,260000,1,3,2,36,0,-1,3,1,4,0,170015,156639,167493,194125,194483,171959,25775,156639,4830,1714,149,16832,0
26126,200000,1,2,2,52,-1,-1,7,2,4,2,93878,85637,92353,87931,81899,81164,93878,85637,3548,3894,2575,1385,0
26127,110000,1,2,1,37,1,0,0,6,1,-1,46580,49562,45381,53409,53432,51221,985,12010,3789,2158,985,51221,1
26128,190000,1,2,2,21,3,1,0,0,2,0,46005,46258,48525,46529,50031,51389,1301,221,3190,6896,789,12235,0
26129,100000,2,2,1,54,0,0,0,4,3,3,20611,24560,26039,26796,25196,27002,4486,5949,2421,1078,949,192,0
26130,370000,2,1,1,45,-1,0,1,2,0,-1,66540,66652,57122,49576,50776,50214,66540,12328,1239,742,14095,50214,0
26131,110000,1,2,2,47,2,0,2,-1,1,0,13402,14127,14975,15182,15805,16699,306,4150,34,15182,683,1597,0
26132,190000,1,1,1,47,-2,2,0,-1,1,0,32301,29203,28134,27651,27032,27923,2688,862,5173,27651,213,5592,0
26133,30000,2,2,1,34,0,2,0,0,2,-1,8505,8066,7572,7874,7822,7590,1038,7,1910,2076,249,7590,0
26134,190000,1,1,2,21,1,3,1,2,0,-1,48628,46055,49471,46127,47476,51185,1089,133,1563,1256,5797,51185,1
26135,170000,1,2,1,44,1,1,4,0,2,1,132231,138130,121116,119022,115575,129799,4281,1543,4949,35103,4364,701,1
26136,500000,2,1,1,21,-1,4,2,0,3,0,173362,159009,162259,173597,181921,175228,173362,916,6777,20278,3265,44440,0
26137,100000,2,3,1,22,6,-1,5,8,3,0,28924,24767,22970,22469,21893,21409,361,24767,323,176,72,4568,1
26138,410000,2,2,2,35,2,1,0,-1,-1,0,160974,128816,137478,136525,139946,139122,3605,4795,22160,136525,139946,35628,0
26139,140000,2,4,2,45,2,0,0,1,2,-1,75222,71415,69412,62998,72256,74269,1241,10245,17933,1931,3521,74269,0
26140,380000,1,1,2,29,0,0,1,0,0,0,122620,122314,130201,127232,132103,133441,6182,14112,4079,16234,25807,17036,0
26141,170000,2,2,2,29,0,0,8,0,-1,2,28760,29054,26105,28217,25875,27923,2556,4443,953,4358,25875,478,0
26142,90000,1,3,2,58,-1,-1,3,1,-1,0,21198,18562,19273,17428,17399,19311,21198,18562,716,500,17399,4277,0
26143,350000,2,1,2,44,5,2,0,1,3,0,25613,25485,25650,23714,23237,22103,431,656,4469,747,891,4184,0
26144,100000,2,1,2,39,0,0,5,7,4,-1,12843,13887,13804,12617,14294,13503,1058,1698,312,603,500,13503,0
26145,100000,1,2,2,49,-1,3,-1,1,0,-2,4561,4526,4170,4275,4708,4817,4561,178,4170,185,1277,201,0
26146,160000,1,2,1,41,-1,2,2,-1,3,0,7799,6708,6015,5864,6084,5950,7799,157,103,5864,302,1521,0
26147,140000,1,1,1,25,-1,2,0,-1,3,0,49469,44984,40073,37525,41098,43645,49469,1452,5580,37525,1886,9692,0
26148,190000,1,4,1,24,0,0,5,0,2,-1,94172,109193,105539,111755,94150,87335,17195,17342,3499,28822,4315,87335,0
26149,160000,1,2,1,34,0,1,-1,-1,2,0,70584,62254,61456,58457,53712,57252,11700,1414,61456,58457,1680,12080,0
26150,200000,2,2,2,32,0,2,2,0,-1,-2,42034,37599,36522,31031,33607,34287,8179,184,1503,7270,33607,3348,0
26151,190000,2,1,2,54,2,0,6,4,1,0,34593,37061,35971,38205,43497,39755,1576,6586,650,1333,746,4132,1
26152,60000,2,1,1,34,3,-1,-1,-1,0,0,9534,10414,9728,10621,10957,11681,192,10414,9728,10621,2740,1785,0
26153,30000,1,1,1,51,3,2,4,0,0,2,8980,9416,8901,8075,8473,8904,383,99,127,1061,2011,320,0
26154,160000,1,2,3,38,2,3,-1,1,3,2,59669,56440,55250,61992,62300,60993,713,1380,55250,2314,1703,1535,0
26155,80000,1,2,2,43,1,-1,0,0,4,8,67808,73766,82105,77425,73955,70453,1687,73766,11221,6480,1829,1437,0
26156,80000,1,1,1,21,2,0,1,1,0,2,15826,16888,17335,16474,17893,19604,499,3135,769,80,4902,774,0
26157,110000,2,3,1,57,2,-1,-1,-1,0,2,43921,44415,49289,51853,49302,48744,1000,44415,49289,51853,8372,1324,1
26158,160000,1,2,1,28,1,0,3,-2,-1,0,80380,75485,77799,72801,74175,68721,1338,6081,577,6419,74175,5043,1
26159,120000,2,1,2,45,1,5,0,2,0,-1,36898,30987,26521,26547,24463,22645,1794,1287,5234,376,4922,22645,0
26160,220000,2,2,2,21,5,-2,1,0,2,-1,76131,77994,78990,87684,99423,95969,817,6025,2909,13710,1870,95969,1
26161,70000,2,1,1,50,0,-1,0,0,0,-1,6043,6195,6712,6236,6535,5969,1728,6195,1039,1061,718,5969,0
26162,470000,1,2,1,21,0,0,-2,4,4,2,37718,37492,39963,39782,42651,42867,10130,5567,3010,1047,1306,941,0
26163,250000,2,2,1,26,2,-1,-1,3,0,0,140482,146488,144862,131395,135333,119690,3865,146488,144862,4339,25028,31673,1
26164,110000,2,4,2,31,-1,-1,2,1,-1,0,65693,56503,54754,52444,60765,54569,65693,56503,692,472,60765,14344,0
26165,530000,1,1,2,31,1,2,1,0,-1,1,37781,39416,37802,32999,30935,32220,1389,127,896,3755,30935,1081,1
26166,30000,1,1,2,32,8,-2,0,0,-1,0,4898,5302,5671,5119,5147,5438,122,460,1402,684,5147,642,1
26167,270000,2,1,2,38,5,-1,4,0,-1,3,176537,189030,155009,157775,159780,165965,3934,189030,6736,31252,159780,2801,0
26168,140000,1,1,2,25,0,0,0,-1,1,4,509,503,539,497,533,556,148,78,136,497,16,18,0
26169,300000,2,2,1,38,0,0,1,1,2,0,112704,121907,120685,116461,112014,122929,20303,33494,4247,3921,1113,28811,0
26170,100000,1,2,1,51,-1,2,0,3,0,0,67052,76726,76931,81264,98355,92529,67052,346,16268,624,12793,11253,0
26171,60000,1,3,1,25,0,-1,0,2,7,0,27987,32455,28594,27542,30423,32633,7033,32455,8511,525,973,8293,0
26172,160000,1,1,1,34,1,-1,-2,0,2,0,116953,117671,123606,145723,135899,133338,5773,117671,11812,18446,2479,7022,0
26173,90000,1,2,2,43,8,-1,-1,1,-1,0,17653,17728,15296,14178,13708,14059,311,17728,15296,155,13708,2450,1
26174,160000,2,1,2,21,0,0,0,0,0,1,22229,22455,22225,23790,24473,25220,5317,4809,4179,1871,7317,573,0
26175,170000,2,3,1,23,6,1,1,2,0,0,29245,31469,34263,35482,35152,38682,1434,1209,455,105,4266,11218,0
26176,40000,2,1,1,40,3,-1,0,-1,2,2,32329,29672,28006,29587,25671,26431,1270,29672,8118,29587,209,802,0
26177,250000,2,2,1,32,2,0,-1,2,0,0,38298,33513,37581,40609,45124,48587,600,8221,37581,1504,4060,10668,0
26178,20000,1,1,2,37,2,2,3,0,5,2,3705,3738,3611,3080,2995,3082,89,159,146,312,82,77,1
26179,1000000,2,1,1,39,-1,4,0,0,0,-1,193066,197413,183073,161188,170609,193486,193066,6405,18367,23782,43528,193486,0
26180,160000,2,2,1,21,-1,0,1,2,1,0,2286,2549,2736,2926,2680,2574,2286,519,81,64,53,654,0
26181,80000,2,3,2,51,4,-1,3,2,-2,1,14641,17143,16050,18397,19197,21581,268,17143,513,499,487,374,0
26182,40000,2,2,2,34,0,-1,0,0,3,-1,2831,2586,2552,2668,2986,2920,345,2586,462,458,101,2920,0
26183,200000,2,1,1,34,0,0,2,3,-2,0,31016,33701,30261,27654,27410,28130,4307,7039,578,1208,1669,3614,0
26184,170000,1,2,1,33,-1,4,0,0,3,2,82080,85887,87866,88079,81314,78209,82080,243,9033,14292,2080,1598,0
26185,130000,2,1,1,40,0,0,-1,3,4,3,18904,16937,17403,18589,22430,21837,4047,1118,17403,828,335,465,0
26186,100000,1,3,2,42,2,2,7,-1,2,-1,4587,4830,5764,5266,5558,5720,6,94,161,5266,24,5720,0
26187,210000,2,1,1,21,1,7,1,-1,-1,1,41570,45043,44141,48714,52262,48913,1227,983,1596,48714,52262,868,0
26188,30000,1,3,1,42,6,3,0,0,1,1,21141,22420,21405,21969,23802,25808,265,225,2997,1798,909,1132,1
26189,50000,2,2,2,23,4,3,1,1,1,0,6070,5199,4942,4846,4812,5016,198,12,162,55,141,1378,1
26190,200000,2,2,1,30,0,5,0,-2,1,1,170635,170537,177306,188211,181624,155227,45986,5157,19730,11409,4812,580,1
26191,90000,2,3,1,25,3,2,8,0,-1,3,4954,4104,3898,3625,3468,3247,151,108,0,462,3468,106,0
26192,220000,2,2,2,30,2,8,0,-2,0,-2,10,10,9,9,8,9,0,0,1,0,2,0,0
26193,70000,2,1,2,32,-1,-1,1,0,0,0,4959,5488,5473,5484,5587,5670,4959,5488,250,1009,547,884,0
26194,120000,2,1,2,33,-1,0,1,0,3,3,64497,62695,62134,72541,83014,88867,64497,11436,427,12478,2917,3407,0
26195,90000,1,1,1,21,0,2,7,-1,-1,1,107,94,90,83,87,98,17,0,1,83,87,1,0
26196,400000,2,2,2,35,0,0,1,1,2,-1,153153,144307,131068,133378,130301,142083,16114,37112,1536,1000,5183,142083,0
26197,100000,2,1,1,39,5,0,3,-1,-1,-1,36133,33714,35427,31867,34273,36553,417,5486,1171,31867,34273,36553,1
26198,270000,2,2,1,34,1,2,0,-1,5,4,119883,124601,118159,110327,119488,112571,1684,3702,16535,110327,4166,218,1
26199,160000,2,1,1,30,0,-1,0,3,-1,0,43180,39748,46865,45822,47234,49393,8352,39748,11242,522,47234,10893,1
26200,70000,1,3,2,26,0,0,1,3,2,3,22029,21707,23931,23454,21386,21070,5655,4448,758,384,428,113,0
26201,170000,1,2,3,21,0,-1,-2,0,2,0,87004,78787,79262,87461,96609,99858,24229,78787,1939,21113,36,8329,0
26202,160000,2,3,2,40,0,2,0,-1,0,0,69971,74998,74129,69504,61416,59240,16473,1288,7927,69504,13088,15625,0
26203,50000,2,1,2,37,5,2,0,0,0,1,11223,11786,12471,12444,12100,11094,474,554,1554,1263,944,403,1
26204,100000,2,2,1,31,-1,2,0,0,-1,-1,14689,15376,14693,15950,15115,13572,14689,677,1885,3001,15115,13572,0
26205,140000,2,3,1,21,0,0,2,2,0,1,41052,42954,35941,39081,37447,39847,10349,3894,930,561,6111,1723,0
26206,370000,2,1,1,33,0,0,0,-1,0,5,204918,177452,175818,202233,186865,192783,29191,33964,49831,202233,26446,2967,0
26207,230000,2,4,1,30,2,2,0,-1,2,1,32474,32616,30730,32860,31140,34249,277,1276,3540,32860,1382,1345,0
26208,100000,2,1,2,47,0,2,-1,0,0,3,57861,56161,54073,52881,55614,57053,14409,1898,54073,10317,2951,982,0
26209,50000,1,1,1,45,0,8,1,-1,0,-2,9615,10274,10049,10286,9944,10234,2596,115,174,10286,1222,456,1
26210,310000,2,2,1,28,4,1,3,3,1,4,25963,21620,19894,22430,23195,25251,839,536,36,858,1149,466,1
26211,200000,2,1,2,42,2,4,0,0,3,0,108075,119621,107072,122039,130291,128443,112,3684,8856,22486,3588,34011,0
26212,40000,2,3,1,25,2,0,2,1,8,-1,16714,16014,15170,15485,13704,11238,640,3720,245,465,249,11238,0
26213,50000,1,1,1,47,-1,4,-2,-1,0,1,9233,8996,8740,8629,8858,9198,9233,249,791,8629,2401,265,1
26214,80000,1,2,1,37,0,4,0,3,-1,0,1206,1319,1312,1252,1402,1331,102,1,297,0,1402,194,0
